T24,T30,T50,P15,P30,Nf,Nc,Ps30,phi,NRf,NRc,BPR,htBleed,W31,W32,unit_number,time_cycles,RUL_raw,RUL_capped
-0.506193,0.320138,0.646845,0.202722,0.216162,0.75432,-0.002341,0.543024,0.22392,-0.7074,-0.154858,-0.647256,1.469246,0.049015,1.052597,64.0,15.0,268.0,125.0
-1.308234,0.071086,0.977421,0.202722,0.476151,-0.361245,-0.298793,-0.208974,-0.11821,0.949298,-0.415175,0.642609,-0.287712,-1.339912,0.896693,64.0,16.0,267.0,125.0
-2.297417,-0.82636,0.28406,0.202722,-0.758799,0.01061,-0.299979,0.60087,-0.721968,0.581143,-0.461705,-1.263652,0.590767,-0.182472,-1.062332,64.0,17.0,266.0,125.0
0.803806,0.18273,0.075543,0.202722,-0.515059,0.382465,-0.62489,0.774407,0.666676,-0.523323,-0.289418,0.855684,0.590767,0.357666,0.255186,64.0,18.0,265.0,125.0
0.322582,-0.854271,0.131486,0.202722,-0.060077,0.196538,-0.405516,0.716561,-0.379838,0.212988,0.211096,0.528462,1.469246,-0.336798,1.798892,64.0,19.0,264.0,125.0
0.402786,1.226173,-0.13806,0.202722,-1.148784,-0.547173,-0.715012,0.60087,0.304421,0.581143,-0.187555,1.441641,0.590767,-0.259635,0.733121,64.0,20.0,263.0,125.0
1.579112,-0.635277,-0.626295,0.202722,-0.970041,0.196538,-0.572715,0.195948,-0.601216,0.76522,0.002339,0.269728,1.469246,-0.182472,-0.180579,64.0,21.0,262.0,125.0
-0.105173,1.230467,0.843496,0.202722,-1.083786,0.382465,0.31427,0.485178,-0.88297,1.317453,-0.061798,-0.970674,1.469246,-0.491123,-0.441271,64.0,22.0,261.0,125.0
2.915846,0.764567,0.197602,0.202722,-0.645054,0.940248,0.132841,0.60087,0.505674,-0.339245,-0.623932,0.981246,-1.166191,0.589154,-0.120518,64.0,23.0,260.0,125.0
0.269112,0.436076,0.278974,0.202722,0.866136,-0.919028,0.378303,0.543024,-0.037709,-0.523323,-0.047964,1.011686,-0.287712,-1.339912,-0.741578,64.0,24.0,259.0,125.0
0.0285,0.285786,0.751952,0.202722,1.109876,0.75432,-0.0225,-0.035436,-0.178585,0.397065,0.038808,0.38007,-0.287712,-1.417075,-1.086612,64.0,25.0,258.0,125.0
-0.452724,-0.362608,-0.295719,0.202722,-0.612555,-0.175317,-0.5656,0.427332,-0.259087,-0.155168,-0.514523,-1.522386,0.590767,-0.645448,-0.701963,64.0,26.0,257.0,125.0
0.670133,0.951357,1.207976,0.202722,0.086167,0.01061,-0.103135,0.890099,0.163544,0.581143,-0.312054,0.410509,1.469246,-0.722611,-0.528169,64.0,27.0,256.0,125.0
-0.586397,0.901975,-0.507627,0.202722,0.134915,1.49803,-0.251361,0.31164,-0.762218,0.212988,-0.289418,0.376265,0.590767,-0.491123,-1.762623,64.0,28.0,255.0,125.0
-0.265581,0.588513,0.826543,0.202722,-0.791298,0.568393,0.137584,1.237175,0.284296,0.581143,0.255111,1.327493,-0.287712,-0.722611,-0.767136,64.0,29.0,254.0,125.0
-1.308234,1.878861,1.243577,0.202722,-1.262529,0.382465,-0.212229,0.716561,-0.460339,0.397065,0.243793,1.205736,0.590767,0.126178,0.175956,64.0,30.0,253.0,125.0
-0.613132,-0.126438,0.304403,0.202722,-0.547558,0.01061,-0.068746,0.485178,-0.480464,-0.339245,-0.37116,0.988856,0.590767,0.280503,-1.179899,64.0,31.0,252.0,125.0
0.215643,-0.227347,0.958773,0.202722,-0.23882,0.568393,-0.724498,0.02241,-0.701842,-0.339245,-0.081919,0.752951,1.469246,0.126178,-0.285367,64.0,32.0,251.0,125.0
1.391969,0.470428,-0.004134,0.202722,-0.368815,-0.175317,0.82891,1.121483,-0.037709,0.581143,-0.373675,-1.035357,0.590767,-0.336798,1.406576,64.0,33.0,250.0,125.0
0.88401,0.521956,0.270498,0.202722,1.207372,0.196538,0.715073,-0.151128,-0.379838,-0.155168,-0.447872,0.684463,0.590767,-0.722611,0.848133,64.0,34.0,249.0,125.0
-0.024969,0.313697,0.897744,0.202722,0.232411,0.940248,0.66764,0.947945,-0.178585,0.76522,-0.387509,0.532267,-0.287712,-0.259635,-0.456606,64.0,35.0,248.0,125.0
-1.094356,1.737159,-0.239776,0.202722,-0.823797,-0.547173,-0.816991,-0.382512,-0.581091,0.581143,-0.527099,-0.26296,-0.287712,-0.645448,0.352306,64.0,36.0,247.0,125.0
-0.265581,-0.938004,-0.588999,0.202722,-0.596306,1.126175,-0.581016,0.080256,0.022667,0.212988,-0.090722,-0.312424,-0.287712,0.511991,-0.608676,64.0,37.0,246.0,125.0
0.563194,-0.487134,0.445109,0.202722,0.329907,0.382465,0.93089,-0.729588,-1.043972,0.397065,-0.382478,1.407396,-0.287712,0.434829,-0.110294,64.0,38.0,245.0,125.0
0.269112,0.281492,1.469046,0.202722,-0.628805,0.196538,0.200432,0.080256,-0.138335,0.76522,-0.298221,0.627389,-0.287712,0.049015,0.601497,64.0,39.0,244.0,125.0
0.456255,0.93418,-0.217737,0.202722,0.134915,0.382465,0.225334,-0.382512,-0.762218,0.397065,-0.352297,-0.076519,-0.287712,-0.491123,-0.048955,64.0,40.0,243.0,125.0
-0.399255,0.642188,0.234897,0.202722,-1.181282,-0.175317,0.074736,1.179329,0.042792,1.133375,0.129353,-0.845112,0.590767,0.126178,0.436648,64.0,41.0,242.0,125.0
0.429521,-0.141467,-0.322843,0.202722,-0.645054,0.75432,0.243121,0.02241,-1.466603,0.02891,-0.128449,-0.71194,1.469246,-0.491123,-0.102627,64.0,42.0,241.0,125.0
0.723602,0.22567,0.994374,0.202722,0.50865,0.01061,-0.157682,0.080256,-0.520715,0.212988,-0.489372,-0.826087,0.590767,-0.491123,-0.402934,64.0,43.0,240.0,125.0
-0.37252,0.367372,0.399337,0.202722,-0.596306,1.869885,-0.978261,0.195948,-1.285475,1.685608,0.314217,-0.076519,0.590767,0.589154,-0.110294,64.0,44.0,239.0,125.0
0.162174,0.648629,0.829933,0.202722,0.427403,0.196538,-0.40433,1.179329,-1.26535,0.212988,-0.109585,1.080174,0.590767,-0.645448,0.469873,64.0,45.0,238.0,125.0
2.354418,-0.757656,-0.529665,0.202722,-0.125075,-0.919028,0.1613,0.31164,-0.11821,0.02891,-0.662917,0.825245,-1.166191,-0.799773,1.724774,64.0,46.0,237.0,125.0
0.0285,0.736656,0.28745,0.202722,-0.108825,0.568393,0.575147,0.369486,0.062918,-0.523323,-0.224024,-0.080324,-1.166191,-0.876936,0.195124,64.0,47.0,236.0,125.0
1.071153,0.556308,0.718046,0.202722,-0.596306,0.382465,-0.267962,0.427332,-0.359713,0.02891,-0.352297,-0.095544,0.590767,-0.568286,0.055833,64.0,48.0,235.0,125.0
0.055235,1.243349,1.952196,0.202722,-0.417563,0.01061,0.064064,-0.035436,0.626425,0.212988,0.133126,-0.03847,0.590767,-0.491123,-1.096835,64.0,49.0,234.0,125.0
-1.361703,1.309906,0.19082,0.202722,0.654894,-0.175317,-1.147832,-0.498204,0.767302,0.581143,-0.573629,1.563398,-0.287712,-0.799773,-0.659793,64.0,50.0,233.0,125.0
1.579112,1.103794,0.621416,0.202722,0.541149,-0.547173,-0.516982,-0.613896,-0.661592,0.949298,-0.256721,-0.133593,1.469246,-1.262749,0.584885,64.0,51.0,232.0,125.0
0.563194,1.151028,-0.338101,0.202722,0.427403,0.568393,-0.748214,0.60087,-0.138335,1.133375,-0.137252,-0.829892,0.590767,0.049015,-0.477052,64.0,52.0,231.0,125.0
0.456255,-0.764097,0.331527,0.202722,-1.083786,0.568393,0.352216,0.31164,-1.506853,0.76522,0.263914,-0.639646,0.590767,-0.799773,-0.139686,64.0,53.0,230.0,125.0
0.48299,1.028649,0.470538,0.202722,0.459902,1.126175,-0.49208,0.369486,-0.88297,0.212988,-0.725796,-0.141203,-1.166191,-2.728839,-1.340915,64.0,54.0,229.0,125.0
1.017684,-1.433961,-0.343186,0.202722,0.232411,-0.361245,-0.403144,0.543024,0.384922,-0.155168,0.066475,0.707293,-1.166191,0.897804,0.937586,64.0,55.0,228.0,125.0
-0.479459,-0.285316,1.582629,0.202722,-0.206321,0.01061,-0.359269,-0.093282,-0.50059,0.76522,-0.208933,0.969832,1.469246,0.589154,1.499863,64.0,56.0,227.0,125.0
0.295847,-0.796302,1.587715,0.202722,-0.791298,1.126175,0.417435,0.31164,-1.144598,0.02891,-0.716993,0.087092,-0.287712,-0.645448,0.152954,64.0,57.0,226.0,125.0
1.391969,0.489751,0.129791,0.202722,-0.49881,0.196538,-0.194442,1.063637,-0.983596,0.397065,0.365777,0.010994,1.469246,-0.491123,-0.865535,64.0,58.0,225.0,125.0
-0.319051,-0.467811,0.943516,0.202722,-0.222571,-0.7331,-0.11855,0.138102,-0.742093,0.02891,0.546867,0.524657,-0.287712,-0.41396,1.122882,64.0,59.0,224.0,125.0
-0.105173,0.03244,-0.711058,0.202722,-0.758799,0.75432,0.576333,0.832253,-1.043972,0.397065,-0.212706,0.935587,0.590767,0.434829,0.434092,64.0,60.0,223.0,125.0
1.686051,-0.753362,0.762123,0.202722,0.313658,0.196538,-0.534769,0.60087,-0.621341,0.949298,-0.006464,0.661634,-0.287712,0.897804,-0.171634,64.0,61.0,222.0,125.0
-0.532928,-0.749068,0.929954,0.202722,0.216162,0.568393,0.169601,-0.787434,-0.11821,0.02891,-0.602554,0.421924,0.590767,1.05213,0.160621,64.0,62.0,221.0,125.0
0.910745,-1.232143,-0.188918,0.202722,-0.368815,0.01061,0.06525,1.642097,-0.822594,-0.523323,0.040066,-0.788038,0.590767,0.049015,-0.64318,64.0,63.0,220.0,125.0
0.563194,0.058204,-0.873803,0.202722,-1.295028,-0.361245,0.65934,-0.035436,-1.245225,1.133375,0.145702,-0.28579,-1.166191,0.280503,-0.55756,64.0,64.0,219.0,125.0
0.456255,0.062498,0.899439,0.202722,0.313658,0.01061,0.192131,0.080256,-0.742093,0.212988,-0.488114,0.783391,0.590767,-0.491123,-0.553727,64.0,65.0,218.0,125.0
0.616663,-0.107115,1.165595,0.202722,-0.823797,0.940248,0.206361,-0.55605,0.083043,0.581143,0.202293,1.007881,0.590767,-1.262749,-1.266796,64.0,66.0,217.0,125.0
-1.62905,1.97977,-0.704277,0.202722,-0.677553,0.196538,0.456567,0.716561,0.666676,-0.7074,0.224929,0.950807,-0.287712,0.434829,-0.244474,64.0,67.0,216.0,125.0
0.001766,-0.119997,0.714656,0.202722,1.223622,0.382465,-0.731613,0.02241,-0.54084,0.581143,-0.529614,0.551291,0.590767,0.203341,0.625777,64.0,68.0,215.0,125.0
0.215643,-1.081853,0.518006,0.202722,-0.48256,-0.175317,-0.043844,1.468559,-0.379838,-0.155168,-0.510751,-0.03847,-0.287712,-0.336798,-0.289201,64.0,69.0,214.0,125.0
0.269112,0.146231,1.421579,0.202722,-0.190072,1.49803,-0.44109,1.005791,-0.782343,0.397065,-0.230312,0.467583,1.469246,-1.725725,-0.144798,64.0,70.0,213.0,125.0
0.964214,0.738803,-0.088897,0.202722,-0.612555,-0.361245,0.317827,1.063637,-0.299337,-0.155168,-0.312054,0.109921,0.590767,0.049015,-0.087292,64.0,71.0,212.0,125.0
0.242378,0.31155,0.492577,0.202722,-1.425023,0.382465,0.655782,0.369486,-0.098084,0.581143,-0.296963,0.418119,-1.166191,-0.028147,-0.059178,64.0,72.0,211.0,125.0
-0.024969,0.051763,0.324746,0.202722,-1.847506,-0.175317,-0.186141,-0.729588,0.485548,0.397065,0.052642,-0.335253,0.590767,-0.10531,-0.599731,64.0,73.0,210.0,125.0
0.563194,-0.536515,-0.575437,0.202722,-0.255069,0.940248,-0.500381,-0.324666,-0.681717,0.76522,0.491534,1.525349,1.469246,-0.645448,-0.230417,64.0,74.0,209.0,125.0
0.589929,0.178436,-0.031259,0.202722,-0.74255,0.382465,0.67357,0.427332,-0.520715,-0.523323,0.243793,-0.392327,0.590767,-0.259635,0.665392,64.0,75.0,208.0,125.0
0.0285,1.516018,1.048622,0.202722,-0.580056,0.382465,0.030861,1.295021,-0.480464,1.317453,-0.938325,0.296362,0.590767,0.126178,-0.029787,64.0,76.0,207.0,125.0
0.349317,2.482168,0.928259,0.202722,-0.385064,0.01061,0.486212,1.179329,-0.218836,0.397065,-0.533387,0.406704,0.590767,-0.41396,-0.31987,64.0,77.0,206.0,125.0
-0.37252,0.33302,-0.129584,0.202722,-1.603766,0.75432,0.568033,0.947945,0.364797,0.949298,-0.104555,0.749147,1.469246,-0.41396,0.036664,64.0,78.0,205.0,125.0
-0.800275,1.178939,-0.160098,0.202722,0.50865,-0.361245,0.053392,-0.151128,-0.259087,0.397065,0.37961,1.118223,-1.166191,0.434829,-1.269352,64.0,79.0,204.0,125.0
2.488091,-0.510751,-0.994166,0.202722,1.061128,0.382465,0.530087,0.543024,0.727052,1.317453,-0.105813,0.311582,-0.287712,-1.031261,-0.629123,64.0,80.0,203.0,125.0
-0.292316,0.244993,0.890963,0.202722,-0.287568,-0.919028,0.614279,-0.440358,0.163544,0.581143,0.126838,-1.081016,-0.287712,-0.41396,-0.638068,64.0,81.0,202.0,125.0
0.188908,-1.305141,0.124705,0.202722,0.102416,0.196538,0.202804,-0.26682,-1.466603,0.76522,-0.098267,0.878514,-0.287712,-0.799773,-0.700685,64.0,82.0,201.0,125.0
-0.319051,-0.055587,0.340003,0.202722,-0.043828,-0.175317,0.596492,0.716561,-0.50059,0.02891,0.050126,0.128946,-0.287712,-1.5714,0.632167,64.0,83.0,200.0,125.0
0.0285,0.01097,0.401033,0.202722,-0.921293,-0.361245,-0.201557,0.658716,0.244045,0.212988,-0.085691,0.39529,1.469246,-0.568286,0.257742,64.0,84.0,199.0,125.0
0.429521,1.041531,0.148439,0.202722,-0.970041,0.196538,-0.130408,0.485178,-0.782343,0.212988,0.201035,1.765058,0.590767,0.049015,-0.359485,64.0,85.0,198.0,125.0
-0.105173,0.313697,1.85048,0.202722,-0.222571,0.196538,-0.160054,-0.324666,-0.138335,0.76522,0.207323,0.068067,0.590767,-0.799773,0.80724,64.0,86.0,197.0,125.0
0.830541,-0.983091,0.0552,0.202722,0.378655,0.940248,-0.664022,0.543024,-0.299337,0.397065,0.140672,1.175297,2.347725,-1.108424,-0.686629,64.0,87.0,196.0,125.0
-0.105173,1.118823,-0.117717,0.202722,0.362406,0.940248,0.180273,-0.035436,-0.299337,0.212988,-0.212706,0.113726,0.590767,-1.339912,-1.264241,64.0,88.0,195.0,125.0
0.536459,-0.296051,0.421376,0.202722,0.297408,1.312103,0.643924,0.60087,-0.037709,0.212988,-0.161146,0.874709,0.590767,-0.028147,-0.836143,64.0,89.0,194.0,125.0
0.322582,2.168706,0.702789,0.202722,-0.612555,0.382465,0.309526,1.063637,0.344672,0.949298,-0.18504,0.924173,0.590767,-1.417075,-0.947321,64.0,90.0,193.0,125.0
0.376051,-0.162937,0.390861,0.202722,-0.060077,0.01061,0.407949,1.757789,0.022667,-0.523323,0.301641,-0.418962,0.590767,-0.028147,-0.479608,64.0,91.0,192.0,125.0
-0.051704,1.434432,0.207773,0.202722,-1.977501,0.196538,0.252608,0.253794,-0.661592,-0.155168,0.106717,1.403592,0.590767,-1.417075,-1.854632,64.0,92.0,191.0,125.0
-0.907213,0.206347,1.452094,0.202722,-0.872545,0.382465,-0.136337,0.369486,-0.11821,-0.155168,0.42614,0.654024,-0.287712,-1.802888,-0.300702,64.0,93.0,190.0,125.0
0.48299,1.161763,0.650236,0.202722,-0.693802,0.568393,0.329685,0.02241,-0.983596,-0.7074,0.304156,-0.437986,-0.287712,-0.876936,-0.304536,64.0,94.0,189.0,125.0
0.910745,0.923445,1.916595,0.202722,0.784889,0.382465,0.466053,1.121483,-0.520715,0.02891,0.629867,0.452363,0.590767,-0.876936,-1.625887,64.0,95.0,188.0,125.0
0.910745,-0.652453,0.450195,0.202722,-1.018789,-0.175317,0.126912,0.31164,-1.386102,-0.339245,0.33308,0.16319,-0.287712,-0.41396,-0.503888,64.0,96.0,187.0,125.0
0.349317,-0.789861,-0.268595,0.202722,-0.888794,1.126175,0.63088,0.02241,-0.017583,-0.155168,0.346913,0.566511,-0.287712,-0.954099,-0.065568,64.0,97.0,186.0,125.0
1.231561,0.807507,1.162204,0.202722,-0.173823,0.940248,-0.471921,0.427332,-0.520715,0.397065,0.066475,1.129638,-0.287712,-1.108424,-0.224028,64.0,98.0,185.0,125.0
0.322582,-0.819919,0.843496,0.202722,-0.027579,-0.175317,-0.305908,1.237175,-1.506853,-0.339245,0.007369,0.326801,-0.287712,-1.725725,0.027719,64.0,99.0,184.0,125.0
-0.853744,0.882652,0.199297,0.202722,0.346157,-0.175317,0.958164,0.369486,-0.963471,0.581143,0.385898,0.322996,0.590767,0.974967,-1.400976,64.0,100.0,183.0,125.0
0.750337,0.159113,0.594292,0.202722,-0.173823,0.568393,-0.002341,0.947945,-0.701842,0.212988,0.970669,0.303972,-0.287712,-1.185587,-1.55688,64.0,101.0,182.0,125.0
0.215643,-0.527927,0.858753,0.202722,-0.385064,0.75432,-0.311837,0.138102,0.002542,-0.339245,0.600943,1.106808,-0.287712,-0.336798,0.030275,64.0,102.0,181.0,125.0
2.087071,0.414606,0.54852,0.202722,-0.027579,0.568393,0.400834,-0.382512,0.525799,0.581143,-0.539675,-0.643451,0.590767,-1.031261,-0.700685,64.0,103.0,180.0,125.0
0.589929,0.474722,0.685836,0.202722,-0.401314,-0.361245,-1.227281,1.063637,-0.077959,1.133375,-0.098267,1.943889,-0.287712,-0.876936,-0.078347,64.0,104.0,179.0,125.0
1.071153,0.350196,0.631588,0.202722,-0.49881,0.75432,0.071179,1.063637,-0.822594,0.76522,0.238762,-0.03086,1.469246,0.511991,0.216849,64.0,105.0,178.0,125.0
2.194009,1.46449,-0.275376,0.202722,-2.367485,1.126175,0.181459,0.658716,0.304421,0.949298,0.533034,0.342021,-0.287712,-1.262749,-1.075111,64.0,106.0,177.0,125.0
1.418704,0.358784,-0.236385,0.202722,-0.563807,1.312103,0.717444,0.890099,-0.178585,0.397065,-0.308282,1.548178,0.590767,-1.648562,0.943975,64.0,107.0,176.0,125.0
2.675234,0.358784,0.672274,0.202722,-1.717511,1.126175,0.600049,0.716561,-1.084223,0.02891,-0.122161,-0.27057,0.590767,0.049015,-0.668738,64.0,108.0,175.0,125.0
-0.907213,0.174142,1.33173,0.202722,-1.620015,0.382465,0.391347,0.947945,-0.460339,0.02891,0.070248,1.491105,1.469246,-1.339912,-2.629041,64.0,109.0,174.0,125.0
0.188908,1.539635,0.419681,0.202722,-0.433812,0.382465,0.853812,-0.55605,-1.365976,0.581143,-0.006464,1.057344,-0.287712,-0.182472,-0.891093,64.0,110.0,173.0,125.0
2.59503,-0.680364,1.304606,0.202722,-1.067537,0.01061,-0.035544,1.295021,-2.050235,0.949298,0.134384,1.586227,-1.166191,-1.031261,-0.160133,64.0,111.0,172.0,125.0
-0.265581,0.023852,1.248663,0.202722,0.801138,0.75432,-0.041473,0.543024,-0.560966,0.02891,-0.406372,1.144857,0.590767,0.820642,-1.261685,64.0,112.0,171.0,125.0
-0.77354,-0.491428,0.314574,0.202722,-0.433812,0.75432,0.413878,1.526405,-1.26535,0.212988,-0.19007,0.81383,0.590767,-0.799773,0.073724,64.0,113.0,170.0,125.0
0.001766,-0.549397,0.555301,0.202722,0.26491,0.382465,0.505185,0.716561,-0.379838,-0.155168,0.460095,0.189824,-1.166191,-1.031261,-0.818252,64.0,114.0,169.0,125.0
-1.22803,1.069442,0.100972,0.202722,-0.043828,1.49803,0.492141,-0.960972,-0.50059,0.581143,0.23499,0.791001,-0.287712,-0.568286,0.537602,64.0,115.0,168.0,125.0
0.269112,1.365728,1.421579,0.202722,-0.937542,1.126175,-0.541884,0.890099,-1.064097,0.76522,0.061445,1.27042,-0.287712,-1.494237,-1.052109,64.0,116.0,167.0,125.0
1.124622,-0.549397,1.864042,0.202722,-0.450062,0.382465,1.342365,0.60087,-0.138335,0.76522,0.392186,0.281142,-0.287712,-0.028147,0.154231,64.0,117.0,166.0,125.0
0.215643,1.073736,1.297825,0.202722,-0.547558,0.01061,0.231263,1.352867,-1.204974,0.581143,0.12055,1.110613,-0.287712,-0.10531,-0.514112,64.0,118.0,165.0,125.0
-0.238846,0.036734,0.763818,0.202722,-1.295028,0.196538,-0.177841,0.369486,-1.788607,-0.523323,-0.086949,1.118223,-0.287712,-1.494237,0.109505,64.0,119.0,164.0,125.0
-0.212112,0.169848,-0.433035,0.202722,-0.385064,1.683958,0.717444,1.237175,-0.359713,0.76522,0.204808,-0.099349,0.590767,0.974967,-0.232973,64.0,120.0,163.0,125.0
-0.051704,0.80536,1.39276,0.202722,0.671144,-0.7331,-0.709083,0.31164,-1.587354,0.581143,-0.166176,0.125141,-1.166191,0.126178,-0.355652,64.0,121.0,162.0,125.0
2.033601,0.455399,-0.365225,0.202722,-0.693802,-0.175317,1.056586,0.31164,-0.420089,0.212988,0.852457,2.343405,1.469246,-1.494237,-0.861701,64.0,122.0,161.0,125.0
0.964214,0.07538,1.385979,0.202722,-1.73376,0.196538,1.002038,0.253794,-0.480464,0.76522,0.226187,1.540568,-0.287712,-0.336798,-0.58184,64.0,123.0,160.0,125.0
-0.345785,-0.379784,0.989288,0.202722,0.313658,0.382465,1.07793,1.352867,-0.701842,0.02891,0.143187,-0.137398,-0.287712,-0.722611,-1.273186,64.0,124.0,159.0,125.0
0.48299,0.867623,1.633487,0.202722,-0.385064,0.75432,0.780292,0.138102,-0.963471,0.397065,0.275232,-0.377107,0.590767,0.357666,-1.250184,64.0,125.0,158.0,125.0
0.295847,0.309403,1.063879,0.202722,-1.928753,-0.175317,1.197697,-0.035436,-1.506853,0.76522,0.403504,1.494909,1.469246,-0.645448,-1.402254,64.0,126.0,157.0,125.0
0.723602,-1.01959,-0.561875,0.202722,0.183663,0.75432,0.713887,1.468559,-0.339588,2.23784,0.275232,1.66613,0.590767,-1.339912,-1.974754,64.0,127.0,156.0,125.0
-0.131908,0.74095,1.191024,0.202722,-0.011329,0.382465,-0.564414,0.31164,-0.359713,1.317453,-0.423978,1.746034,1.469246,0.049015,-2.158772,64.0,128.0,155.0,125.0
0.349317,0.335167,1.670782,0.202722,-0.937542,0.01061,0.422178,0.080256,-1.144598,0.76522,0.279005,0.151775,0.590767,-0.491123,-0.808029,64.0,129.0,154.0,125.0
0.803806,0.702304,0.782466,0.202722,-0.596306,1.126175,0.834839,0.658716,-1.345851,0.949298,-0.085691,0.61978,0.590767,-1.031261,0.731843,64.0,130.0,153.0,125.0
0.88401,1.155322,0.306098,0.202722,-0.758799,0.382465,0.917846,0.427332,-1.667855,1.133375,0.260141,1.510129,1.469246,0.820642,-1.105781,64.0,131.0,152.0,125.0
1.579112,0.01097,0.294231,0.202722,-0.872545,0.75432,0.892944,0.369486,-1.627605,0.212988,-0.09701,0.973636,1.469246,-0.645448,-0.370987,64.0,132.0,151.0,125.0
0.509725,1.659867,-0.500846,0.202722,-0.48256,0.01061,0.610722,0.31164,-0.319462,0.02891,0.095399,-0.917405,0.590767,-0.876936,-0.47833,64.0,133.0,150.0,125.0
0.670133,-0.308933,0.307793,0.202722,-1.538768,-1.104955,-0.305908,0.774407,-1.365976,0.397065,0.109232,1.156272,1.469246,-0.876936,0.115894,64.0,134.0,149.0,125.0
0.055235,1.430138,-0.183832,0.202722,-0.336316,-0.361245,1.04117,1.063637,-0.681717,1.685608,-0.340979,1.304664,0.590767,-0.10531,-1.823962,64.0,135.0,148.0,125.0
2.087071,2.318996,1.009631,0.202722,-0.385064,0.75432,0.049834,0.543024,-0.641467,-0.523323,0.399731,1.171492,0.590767,0.126178,0.122284,64.0,136.0,147.0,125.0
0.402786,-0.070616,1.33173,0.202722,-0.823797,0.568393,0.480283,0.485178,-0.641467,-0.7074,0.821018,-0.323839,1.469246,-0.336798,1.59315,64.0,137.0,146.0,125.0
1.124622,-1.98574,0.450195,0.202722,-0.693802,0.196538,0.514671,0.369486,0.22392,0.397065,1.194517,0.802415,0.590767,-0.10531,-0.358208,64.0,138.0,145.0,125.0
0.937479,1.27126,1.485999,0.202722,-1.165033,0.01061,1.389798,0.485178,-0.983596,-0.523323,1.092654,0.456168,1.469246,0.126178,-0.961378,64.0,139.0,144.0,125.0
1.926663,1.27126,0.295927,0.202722,-1.197532,0.568393,-0.275077,0.658716,-0.399963,0.76522,0.398474,1.863986,-0.287712,-0.954099,-0.370987,64.0,140.0,143.0,125.0
-0.265581,0.792478,1.536857,0.202722,-0.433812,0.568393,-0.00827,0.080256,-0.802469,0.76522,0.632382,0.787196,0.590767,-1.185587,0.22835,64.0,141.0,142.0,125.0
0.456255,0.287933,0.928259,0.202722,-0.190072,0.75432,0.722188,1.699943,-0.077959,0.212988,0.146959,-0.346668,1.469246,0.280503,-1.50832,64.0,142.0,141.0,125.0
0.616663,0.013117,0.473929,0.202722,-0.726301,-0.175317,0.579891,0.658716,-1.285475,0.212988,0.070248,1.278029,0.590767,-1.88005,0.659003,64.0,143.0,140.0,125.0
-0.345785,1.327082,1.402931,0.202722,-1.00254,0.940248,-0.161239,1.179329,-0.963471,-0.155168,0.59214,0.536071,1.469246,-1.031261,-0.755635,64.0,144.0,139.0,125.0
0.964214,-0.433459,1.447008,0.202722,-0.190072,0.382465,0.039162,0.890099,-1.3056,-0.891478,0.536807,-0.190667,0.590767,-0.10531,-0.25342,64.0,145.0,138.0,125.0
1.498908,0.244993,0.409509,0.202722,-0.125075,0.01061,0.301226,0.138102,-1.064097,0.949298,0.476443,0.756756,-0.287712,0.126178,-0.887259,64.0,146.0,137.0,125.0
0.242378,0.816095,1.179157,0.202722,-0.450062,0.75432,0.125726,0.080256,-1.708106,0.212988,0.8097,0.79861,0.590767,0.357666,-0.98438,64.0,147.0,136.0,125.0
0.563194,0.491898,0.429852,0.202722,-1.425023,1.869885,0.661711,1.931327,-0.92322,0.581143,0.476443,2.236867,-1.166191,-0.722611,-0.194636,64.0,148.0,135.0,125.0
0.990949,-0.390519,1.504647,0.202722,-1.311277,-0.175317,0.35933,0.832253,-1.285475,1.133375,0.777003,-0.590183,0.590767,-0.41396,0.826408,64.0,149.0,134.0,125.0
0.135439,1.561105,0.145048,0.202722,-0.888794,0.196538,-0.042659,-0.035436,-1.728231,0.949298,0.370807,2.514626,1.469246,0.357666,-1.297466,64.0,150.0,133.0,125.0
0.777071,0.07538,0.592597,0.202722,-1.652514,0.940248,1.350666,0.543024,0.22392,-0.155168,0.661306,0.642609,-0.287712,-1.5714,-0.613788,64.0,151.0,132.0,125.0
0.055235,1.567546,0.092495,0.202722,-1.49002,0.01061,0.42455,1.815635,-0.460339,1.317453,-0.147312,1.388372,2.347725,0.126178,-0.258531,64.0,152.0,131.0,125.0
0.777071,1.477372,0.538349,0.202722,-1.376275,1.126175,1.423,1.352867,-0.581091,0.02891,1.090139,-1.096236,2.347725,0.357666,-1.731953,64.0,153.0,130.0,125.0
2.14054,-0.079204,1.304606,0.202722,-1.230031,0.940248,0.188574,1.410713,-1.325726,0.949298,0.041323,1.23998,1.469246,-0.799773,-1.007382,64.0,154.0,129.0,125.0
0.429521,-0.016941,0.753647,0.202722,-1.051288,0.196538,1.504821,0.890099,-1.808732,0.581143,0.271459,0.950807,0.590767,0.511991,-0.908984,64.0,155.0,128.0,125.0
0.295847,1.840215,1.484304,0.202722,-1.311277,0.01061,0.807566,1.295021,-1.889233,0.02891,0.429913,1.44925,2.347725,-2.188701,0.062222,64.0,156.0,127.0,125.0
1.418704,0.37596,1.758936,0.202722,-0.060077,1.126175,0.413878,0.716561,-0.742093,0.581143,0.343141,1.308469,0.590767,-1.648562,-0.833587,64.0,157.0,126.0,125.0
